Measure;Caption;Spedito[Margine costo standard - Spedito - YOYTD];Margine costo standard - Spedito - YOYTD;Standard Cost Margin - Shipped - YOYTD;;;;;;;;;
Measure;Caption;Spedito[Provvigione - Spedito - YOYTD];Provvigione - Spedito - YOYTD;Commission - Shipped - YOYTD;;;;;;;;;
Measure;Caption;Spedito[Provvigione unitaria - Spedito - YOYTD];Provvigione unitaria - Spedito - YOYTD;Unit Commission - Shipped - YOYTD;;;;;;;;;
Measure;Caption;Spedito[Quantità - Spedito - YOYTD%];Quantità - Spedito - YOYTD%;Quantity - Shipped - YOYTD%;;;;;;;;;
Table;DisplayFolder;Spedito[Variazioni % da anno precedente progressive (YOYTD%)];;% Change From Previous Year Progressive (YOYTD%);;;;;;;;;
Measure;Caption;Spedito[Importo (no omaggi) - Spedito - YOYTD%];Importo (no omaggi) - Spedito - YOYTD%;Amount (No Freebies) - Shipped - YOYTD%;;;;;;;;;
Measure;Caption;Spedito[Costo medio - Spedito - YOYTD%];Costo medio - Spedito - YOYTD%;Average Cost - Shipped - YOYTD%;;;;;;;;;
Measure;Caption;Spedito[Costo medio progressivo - Spedito - YOYTD%];Costo medio progressivo - Spedito - YOYTD%;Progressive Average Cost - Shipped - YOYTD%;;;;;;;;;
Measure;Caption;Spedito[Costo movimento - Spedito - YOYTD%];Costo movimento - Spedito - YOYTD%;Movement Cost - Shipped - YOYTD%;;;;;;;;;
Measure;Caption;Spedito[Costo standard - Spedito - YOYTD%];Costo standard - Spedito - YOYTD%;Standard Cost - Shipped - YOYTD%;;;;;;;;;
Measure;Caption;Spedito[Importo unitario - Spedito - YOYTD%];Importo unitario - Spedito - YOYTD%;Unit Amount - Shipped - YOYTD%;;;;;;;;;
Measure;Caption;Spedito[Costo unitario standard - Spedito - YOYTD%];Costo unitario standard - Spedito - YOYTD%;Standard Unit Cost - Shipped - YOYTD%;;;;;;;;;
Measure;Caption;Spedito[Costo unitario medio - Spedito - YOYTD%];Costo unitario medio - Spedito - YOYTD%;Average Unit Cost - Shipped - YOYTD%;;;;;;;;;
Measure;Caption;Spedito[Costo unitario medio progressivo - Spedito - YOYTD%];Costo unitario medio progressivo - Spedito - YOYTD%;Progressive Average Unit Cost - Shipped - YOYTD%;;;;;;;;;
Measure;Caption;Spedito[Costo unitario movimento - Spedito - YOYTD%];Costo unitario movimento - Spedito - YOYTD%;Unit Movement Cost - Shipped - YOYTD%;;;;;;;;;
Measure;Caption;Spedito[Margine costo movimento - Spedito - YOYTD%];Margine costo movimento - Spedito - YOYTD%;Movement Cost Margin - Shipped - YOYTD%;;;;;;;;;
Measure;Caption;Spedito[Margine costo medio progressivo - Spedito - YOYTD%];Margine costo medio progressivo - Spedito - YOYTD%;Progressive Average Cost Margin - Shipped - YOYTD%;;;;;;;;;
Measure;Caption;Spedito[Margine costo medio - Spedito - YOYTD%];Margine costo medio - Spedito - YOYTD%;Average Cost Margin - Shipped - YOYTD%;;;;;;;;;
Measure;Caption;Spedito[Margine costo standard - Spedito - YOYTD%];Margine costo standard - Spedito - YOYTD%;Standard Cost Margin - Shipped - YOYTD%;;;;;;;;;
Measure;Caption;Spedito[Provvigione - Spedito - YOYTD%];Provvigione - Spedito - YOYTD%;Commission - Shipped - YOYTD%;;;;;;;;;
Measure;Caption;Spedito[Provvigione unitaria - Spedito - YOYTD%];Provvigione unitaria - Spedito - YOYTD%;Unit Commission - Shipped - YOYTD%;;;;;;;;;
Measure;Caption;Spedito[Quantità - Spedito - MOM];Quantità - Spedito - MOM;Quantity - Shipped - MOM;;;;;;;;;
Table;DisplayFolder;Spedito[Variazioni da mese precedente (MOM)];;Change From Previous Month (MOM);;;;;;;;;
Measure;Caption;Spedito[Importo (no omaggi) - Spedito - MOM];Importo (no omaggi) - Spedito - MOM;Amount (No Freebies) - Shipped - MOM;;;;;;;;;
Measure;Caption;Spedito[Costo medio - Spedito - MOM];Costo medio - Spedito - MOM;Average Cost - Shipped - MOM;;;;;;;;;
Measure;Caption;Spedito[Costo medio progressivo - Spedito - MOM];Costo medio progressivo - Spedito - MOM;Progressive Average Cost - Shipped - MOM;;;;;;;;;
Measure;Caption;Spedito[Costo movimento - Spedito - MOM];Costo movimento - Spedito - MOM;Movement Cost - Shipped - MOM;;;;;;;;;
Measure;Caption;Spedito[Costo standard - Spedito - MOM];Costo standard - Spedito - MOM;Standard Cost - Shipped - MOM;;;;;;;;;
Measure;Caption;Spedito[Importo unitario - Spedito - MOM];Importo unitario - Spedito - MOM;Unit Amount - Shipped - MOM;;;;;;;;;
Measure;Caption;Spedito[Costo unitario standard - Spedito - MOM];Costo unitario standard - Spedito - MOM;Standard Unit Cost - Shipped - MOM;;;;;;;;;
Measure;Caption;Spedito[Costo unitario medio - Spedito - MOM];Costo unitario medio - Spedito - MOM;Average Unit Cost - Shipped - MOM;;;;;;;;;
Measure;Caption;Spedito[Costo unitario medio progressivo - Spedito - MOM];Costo unitario medio progressivo - Spedito - MOM;Progressive Average Unit Cost - Shipped - MOM;;;;;;;;;
Measure;Caption;Spedito[Costo unitario movimento - Spedito - MOM];Costo unitario movimento - Spedito - MOM;Unit Movement Cost - Shipped - MOM;;;;;;;;;
Measure;Caption;Spedito[Margine costo movimento - Spedito - MOM];Margine costo movimento - Spedito - MOM;Movement Cost Margin - Shipped - MOM;;;;;;;;;
Measure;Caption;Spedito[Margine costo medio progressivo - Spedito - MOM];Margine costo medio progressivo - Spedito - MOM;Progressive Average Cost Margin - Shipped - MOM;;;;;;;;;
Measure;Caption;Spedito[Margine costo medio - Spedito - MOM];Margine costo medio - Spedito - MOM;Average Cost Margin - Shipped - MOM;;;;;;;;;
Measure;Caption;Spedito[Margine costo standard - Spedito - MOM];Margine costo standard - Spedito - MOM;Standard Cost Margin - Shipped - MOM;;;;;;;;;
Measure;Caption;Spedito[Provvigione - Spedito - MOM];Provvigione - Spedito - MOM;Commission - Shipped - MOM;;;;;;;;;
Measure;Caption;Spedito[Provvigione unitaria - Spedito - MOM];Provvigione unitaria - Spedito - MOM;Unit Commission - Shipped - MOM;;;;;;;;;
Measure;Caption;Spedito[Quantità - Spedito - MOM%];Quantità - Spedito - MOM%;Quantity - Shipped - MOM%;;;;;;;;;
Table;DisplayFolder;Spedito[Variazioni % da mese precedente (MOM%)];;% Change From Previous Month (MOM%);;;;;;;;;
Measure;Caption;Spedito[Importo (no omaggi) - Spedito - MOM%];Importo (no omaggi) - Spedito - MOM%;Amount (No Freebies) - Shipped - MOM%;;;;;;;;;
Measure;Caption;Spedito[Costo medio - Spedito - MOM%];Costo medio - Spedito - MOM%;Average Cost - Shipped - MOM%;;;;;;;;;
Measure;Caption;Spedito[Costo medio progressivo - Spedito - MOM%];Costo medio progressivo - Spedito - MOM%;Progressive Average Cost - Shipped - MOM%;;;;;;;;;
Measure;Caption;Spedito[Costo movimento - Spedito - MOM%];Costo movimento - Spedito - MOM%;Movement Cost - Shipped - MOM%;;;;;;;;;
Measure;Caption;Spedito[Costo standard - Spedito - MOM%];Costo standard - Spedito - MOM%;Standard Cost - Shipped - MOM%;;;;;;;;;
Measure;Caption;Spedito[Importo unitario - Spedito - MOM%];Importo unitario - Spedito - MOM%;Unit Amount - Shipped - MOM%;;;;;;;;;
Measure;Caption;Spedito[Costo unitario standard - Spedito - MOM%];Costo unitario standard - Spedito - MOM%;Standard Unit Cost - Shipped - MOM%;;;;;;;;;
Measure;Caption;Spedito[Costo unitario medio - Spedito - MOM%];Costo unitario medio - Spedito - MOM%;Average Unit Cost - Shipped - MOM%;;;;;;;;;
Measure;Caption;Spedito[Costo unitario medio progressivo - Spedito - MOM%];Costo unitario medio progressivo - Spedito - MOM%;Progressive Average Unit Cost - Shipped - MOM%;;;;;;;;;
Measure;Caption;Spedito[Costo unitario movimento - Spedito - MOM%];Costo unitario movimento - Spedito - MOM%;Unit Movement Cost - Shipped - MOM%;;;;;;;;;
Measure;Caption;Spedito[Margine costo movimento - Spedito - MOM%];Margine costo movimento - Spedito - MOM%;Movement Cost Margin - Shipped - MOM%;;;;;;;;;
Measure;Caption;Spedito[Margine costo medio progressivo - Spedito - MOM%];Margine costo medio progressivo - Spedito - MOM%;Progressive Average Cost Margin - Shipped - MOM%;;;;;;;;;
Measure;Caption;Spedito[Margine costo medio - Spedito - MOM%];Margine costo medio - Spedito - MOM%;Average Cost Margin - Shipped - MOM%;;;;;;;;;
Measure;Caption;Spedito[Margine costo standard - Spedito - MOM%];Margine costo standard - Spedito - MOM%;Standard Cost Margin - Shipped - MOM%;;;;;;;;;
Measure;Caption;Spedito[Provvigione - Spedito - MOM%];Provvigione - Spedito - MOM%;Commission - Shipped - MOM%;;;;;;;;;
Measure;Caption;Spedito[Provvigione unitaria - Spedito - MOM%];Provvigione unitaria - Spedito - MOM%;Unit Commission - Shipped - MOM%;;;;;;;;;
Measure;Caption;Spedito[Quantità - Spedito - PQ];Quantità - Spedito - PQ;Quantity - Shipped - PQ;;;;;;;;;
Table;DisplayFolder;Spedito[Trimestre precedente (PQ)];;Previous Quarter (FP);;;;;;;;;
Measure;Caption;Spedito[Importo (no omaggi) - Spedito - PQ];Importo (no omaggi) - Spedito - PQ;Amount (No Freebies) - Shipped - PQ;;;;;;;;;
Measure;Caption;Spedito[Costo medio - Spedito - PQ];Costo medio - Spedito - PQ;Average Cost - Shipped - PQ;;;;;;;;;
Measure;Caption;Spedito[Costo medio progressivo - Spedito - PQ];Costo medio progressivo - Spedito - PQ;Progressive Average Cost - Shipped - PQ;;;;;;;;;
Measure;Caption;Spedito[Costo movimento - Spedito - PQ];Costo movimento - Spedito - PQ;Movement Cost - Shipped - PQ;;;;;;;;;
Measure;Caption;Spedito[Costo standard - Spedito - PQ];Costo standard - Spedito - PQ;Standard Cost - Shipped - PQ;;;;;;;;;
Measure;Caption;Spedito[Importo unitario - Spedito - PQ];Importo unitario - Spedito - PQ;Unit Amount - Shipped - PQ;;;;;;;;;
Measure;Caption;Spedito[Costo unitario standard - Spedito - PQ];Costo unitario standard - Spedito - PQ;Standard Unit Cost - Shipped - PQ;;;;;;;;;
Measure;Caption;Spedito[Costo unitario medio - Spedito - PQ];Costo unitario medio - Spedito - PQ;Average Unit Cost - Shipped - PQ;;;;;;;;;
Measure;Caption;Spedito[Costo unitario medio progressivo - Spedito - PQ];Costo unitario medio progressivo - Spedito - PQ;Progressive Average Unit Cost - Shipped - PQ;;;;;;;;;
Measure;Caption;Spedito[Costo unitario movimento - Spedito - PQ];Costo unitario movimento - Spedito - PQ;Unit Cost Of Movement - Shipped - PQ;;;;;;;;;
Measure;Caption;Spedito[Margine costo movimento - Spedito - PQ];Margine costo movimento - Spedito - PQ;Movement Cost Margin - Shipped - PQ;;;;;;;;;
Measure;Caption;Spedito[Margine costo medio progressivo - Spedito - PQ];Margine costo medio progressivo - Spedito - PQ;Progressive Average Cost Margin - Shipped - PQ;;;;;;;;;
Measure;Caption;Spedito[Margine costo medio - Spedito - PQ];Margine costo medio - Spedito - PQ;Average Cost Margin - Shipped - PQ;;;;;;;;;
Measure;Caption;Spedito[Margine costo standard - Spedito - PQ];Margine costo standard - Spedito - PQ;Standard Cost Margin - Shipped - PQ;;;;;;;;;
Measure;Caption;Spedito[Provvigione - Spedito - PQ];Provvigione - Spedito - PQ;Commission - Shipped - PQ;;;;;;;;;
Measure;Caption;Spedito[Provvigione unitaria - Spedito - PQ];Provvigione unitaria - Spedito - PQ;Unit Commission - Shipped - PQ;;;;;;;;;
Measure;Caption;Spedito[Quantità - Spedito - QOQ];Quantità - Spedito - QOQ;Quantity - Shipped - QOQ;;;;;;;;;
Table;DisplayFolder;Spedito[Variazioni da trimestre precedente (QOQ)];;Change From Previous Quarter (QOQ);;;;;;;;;
Measure;Caption;Spedito[Importo (no omaggi) - Spedito - QOQ];Importo (no omaggi) - Spedito - QOQ;Amount (No Freebies) - Shipped - QOQ;;;;;;;;;
Measure;Caption;Spedito[Costo medio - Spedito - QOQ];Costo medio - Spedito - QOQ;Average Cost - Shipped - QOQ;;;;;;;;;
Measure;Caption;Spedito[Costo medio progressivo - Spedito - QOQ];Costo medio progressivo - Spedito - QOQ;Progressive Average Cost - Shipped - QOQ;;;;;;;;;
Measure;Caption;Spedito[Costo movimento - Spedito - QOQ];Costo movimento - Spedito - QOQ;Movement Cost - Shipped - QOQ;;;;;;;;;
Measure;Caption;Spedito[Costo standard - Spedito - QOQ];Costo standard - Spedito - QOQ;Standard Cost - Shipped - QOQ;;;;;;;;;
Measure;Caption;Spedito[Importo unitario - Spedito - QOQ];Importo unitario - Spedito - QOQ;Unit Amount - Shipped - QOQ;;;;;;;;;
Measure;Caption;Spedito[Costo unitario standard - Spedito - QOQ];Costo unitario standard - Spedito - QOQ;Standard Unit Cost - Shipped - QOQ;;;;;;;;;
Measure;Caption;Spedito[Costo unitario medio - Spedito - QOQ];Costo unitario medio - Spedito - QOQ;Average Unit Cost - Shipped - QOQ;;;;;;;;;
Measure;Caption;Spedito[Costo unitario medio progressivo - Spedito - QOQ];Costo unitario medio progressivo - Spedito - QOQ;Progressive Average Unit Cost - Shipped - QOQ;;;;;;;;;
Measure;Caption;Spedito[Costo unitario movimento - Spedito - QOQ];Costo unitario movimento - Spedito - QOQ;Unit Movement Cost - Shipped - QOQ;;;;;;;;;
Measure;Caption;Spedito[Margine costo movimento - Spedito - QOQ];Margine costo movimento - Spedito - QOQ;Movement Cost Margin - Shipped - QOQ;;;;;;;;;
Measure;Caption;Spedito[Margine costo medio progressivo - Spedito - QOQ];Margine costo medio progressivo - Spedito - QOQ;Progressive Average Cost Margin - Shipped - QOQ;;;;;;;;;
Measure;Caption;Spedito[Margine costo medio - Spedito - QOQ];Margine costo medio - Spedito - QOQ;Average Cost Margin - Shipped - QOQ;;;;;;;;;
Measure;Caption;Spedito[Margine costo standard - Spedito - QOQ];Margine costo standard - Spedito - QOQ;Standard Cost Margin - Shipped - QOQ;;;;;;;;;
Measure;Caption;Spedito[Provvigione - Spedito - QOQ];Provvigione - Spedito - QOQ;Commission - Shipped - QOQ;;;;;;;;;
Measure;Caption;Spedito[Provvigione unitaria - Spedito - QOQ];Provvigione unitaria - Spedito - QOQ;Unit Commission - Shipped - QOQ;;;;;;;;;
Measure;Caption;Spedito[Quantità - Spedito - QOQ%];Quantità - Spedito - QOQ%;Quantity - Shipped - QOQ%;;;;;;;;;
Table;DisplayFolder;Spedito[Variazioni % da trimestre precedente (QOQ%)];;% Change From Previous Quarter (QOQ%);;;;;;;;;
Measure;Caption;Spedito[Importo (no omaggi) - Spedito - QOQ%];Importo (no omaggi) - Spedito - QOQ%;Amount (No Freebies) - Shipped - QOQ%;;;;;;;;;
Measure;Caption;Spedito[Costo medio - Spedito - QOQ%];Costo medio - Spedito - QOQ%;Average Cost - Shipped - QOQ%;;;;;;;;;
Measure;Caption;Spedito[Costo medio progressivo - Spedito - QOQ%];Costo medio progressivo - Spedito - QOQ%;Progressive Average Cost - Shipped - QOQ%;;;;;;;;;
Measure;Caption;Spedito[Costo movimento - Spedito - QOQ%];Costo movimento - Spedito - QOQ%;Movement Cost - Shipped - QOQ%;;;;;;;;;
Measure;Caption;Spedito[Costo standard - Spedito - QOQ%];Costo standard - Spedito - QOQ%;Standard Cost - Shipped - QOQ%;;;;;;;;;
Measure;Caption;Spedito[Importo unitario - Spedito - QOQ%];Importo unitario - Spedito - QOQ%;Unit Amount - Shipped - QOQ%;;;;;;;;;
Measure;Caption;Spedito[Costo unitario standard - Spedito - QOQ%];Costo unitario standard - Spedito - QOQ%;Standard Unit Cost - Shipped - QOQ%;;;;;;;;;
Measure;Caption;Spedito[Costo unitario medio - Spedito - QOQ%];Costo unitario medio - Spedito - QOQ%;Average Unit Cost - Shipped - QOQ%;;;;;;;;;
Measure;Caption;Spedito[Costo unitario medio progressivo - Spedito - QOQ%];Costo unitario medio progressivo - Spedito - QOQ%;Progressive Average Unit Cost - Shipped - QOQ%;;;;;;;;;
Measure;Caption;Spedito[Costo unitario movimento - Spedito - QOQ%];Costo unitario movimento - Spedito - QOQ%;Movement Unit Cost - Shipped - QOQ%;;;;;;;;;
Measure;Caption;Spedito[Margine costo movimento - Spedito - QOQ%];Margine costo movimento - Spedito - QOQ%;Movement Cost Margin - Shipped - QOQ%;;;;;;;;;
Measure;Caption;Spedito[Margine costo medio progressivo - Spedito - QOQ%];Margine costo medio progressivo - Spedito - QOQ%;Progressive Average Cost Margin - Shipped - QOQ%;;;;;;;;;
Measure;Caption;Spedito[Margine costo medio - Spedito - QOQ%];Margine costo medio - Spedito - QOQ%;Average Cost Margin - Shipped - QOQ%;;;;;;;;;
Measure;Caption;Spedito[Margine costo standard - Spedito - QOQ%];Margine costo standard - Spedito - QOQ%;Standard Cost Margin - Shipped - QOQ%;;;;;;;;;
Measure;Caption;Spedito[Provvigione - Spedito - QOQ%];Provvigione - Spedito - QOQ%;Commission - Shipped - QOQ%;;;;;;;;;
Measure;Caption;Spedito[Provvigione unitaria - Spedito - QOQ%];Provvigione unitaria - Spedito - QOQ%;Unit Commission - Shipped - QOQ%;;;;;;;;;
Measure;Caption;Spedito[Quantità omaggi - Spedito];Quantità omaggi - Spedito;Giveaways Quantity - Shipped;;;;;;;;;
Measure;Caption;Spedito[Importo omaggi - Spedito];Importo omaggi - Spedito;Freebies Amount - Shipped;;;;;;;;;
Table;Caption;Spedito residuo;Spedito residuo;Shipped Residual;;;;;;;;;
Measure;Caption;Spedito residuo[Costo medio - Spedito residuo];Costo medio - Spedito residuo;Average Cost - Remaining Shipped;;;;;;;;;
Table;DisplayFolder;Spedito residuo[Corrente];;Current;;;;;;;;;
Measure;Caption;Spedito residuo[Costo medio progressivo - Spedito residuo];Costo medio progressivo - Spedito residuo;Progressive Average Cost - Remaining Shipped;;;;;;;;;
Measure;Caption;Spedito residuo[Costo movimento - Spedito residuo];Costo movimento - Spedito residuo;Movement Cost - Remaining Shipped;;;;;;;;;
Measure;Caption;Spedito residuo[Costo standard - Spedito residuo];Costo standard - Spedito residuo;Standard Cost - Remaining Shipped;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario medio - Spedito residuo];Costo unitario medio - Spedito residuo;Average Unit Cost - Remaining Shipped;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario medio progressivo - Spedito residuo];Costo unitario medio progressivo - Spedito residuo;Progressive Average Unit Cost - Remaining Shipped;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario movimento - Spedito residuo];Costo unitario movimento - Spedito residuo;Unit Movement Cost - Remaining Shipped;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario standard - Spedito residuo];Costo unitario standard - Spedito residuo;Standard Unit Cost - Shipped Remaining;;;;;;;;;
Measure;Caption;Spedito residuo[Importo (no omaggi) - Spedito residuo];Importo (no omaggi) - Spedito residuo;Amount (No Freebies) - Left Shipped;;;;;;;;;
Measure;Caption;Spedito residuo[Importo - Spedito residuo];Importo - Spedito residuo;Amount - Shipped Remaining;;;;;;;;;
Measure;Caption;Spedito residuo[Importo lordo - Spedito residuo];Importo lordo - Spedito residuo;Gross Amount - Left Shipped;;;;;;;;;
Measure;Caption;Spedito residuo[Importo sconti di riga - Spedito residuo];Importo sconti di riga - Spedito residuo;Line Discounts Amount - Remaining Shipped;;;;;;;;;
Measure;Caption;Spedito residuo[Importo sconti incondizionati - Spedito residuo];Importo sconti incondizionati - Spedito residuo;Unconditional Discount Amount - Left Shipped;;;;;;;;;
Measure;Caption;Spedito residuo[Importo sconti pagamento - Spedito residuo];Importo sconti pagamento - Spedito residuo;Payment Discount Amount - Left Shipped;;;;;;;;;
Measure;Caption;Spedito residuo[Importo spese piede - Spedito residuo];Importo spese piede - Spedito residuo;Foot Expense Amount - Shipped Remaining;;;;;;;;;
Measure;Caption;Spedito residuo[Importo unitario - Spedito residuo];Importo unitario - Spedito residuo;Unit Amount - Left Shipped;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo medio - Spedito residuo];Margine costo medio - Spedito residuo;Average Cost Margin - Remaining Shipped;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo medio progressivo - Spedito residuo];Margine costo medio progressivo - Spedito residuo;Progressive Average Cost Margin - Remaining Shipped;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo movimento - Spedito residuo];Margine costo movimento - Spedito residuo;Movement Cost Margin - Remaining Shipped;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo standard - Spedito residuo];Margine costo standard - Spedito residuo;Standard Cost Margin - Remaining Shipped;;;;;;;;;
Measure;Caption;Spedito residuo[Quantità - Spedito residuo];Quantità - Spedito residuo;Quantity - Shipped Remaining;;;;;;;;;
Measure;Caption;Spedito residuo[Sconti di riga % - Spedito residuo];Sconti di riga % - Spedito residuo;Line Discounts % - Shipped Remaining;;;;;;;;;
Measure;Caption;Spedito residuo[Importo spedito residuo / Importo spedito - %];Importo spedito residuo / Importo spedito - %;Remaining Shipped Amount / Shipped Amount - %;;;;;;;;;
Measure;Caption;Spedito residuo[Importo provvigioni - Spedito residuo];Importo provvigioni - Spedito residuo;Commission Amount - Remaining Shipped;;;;;;;;;
Measure;Caption;Spedito residuo[Costo medio - Spedito residuo - PM];Costo medio - Spedito residuo - PM;Average Cost - Remaining Shipped - PM;;;;;;;;;
Table;DisplayFolder;Spedito residuo[Mese precedente (PM)];;Previous Month (PM);;;;;;;;;
Measure;Caption;Spedito residuo[Costo medio progressivo - Spedito residuo - PM];Costo medio progressivo - Spedito residuo - PM;Progressive Average Cost - Remaining Shipped - PM;;;;;;;;;
Measure;Caption;Spedito residuo[Costo movimento - Spedito residuo - PM];Costo movimento - Spedito residuo - PM;Movement Cost - Remaining Shipped - PM;;;;;;;;;
Measure;Caption;Spedito residuo[Costo standard - Spedito residuo - PM];Costo standard - Spedito residuo - PM;Standard Cost - Remaining Shipped - PM;;;;;;;;;
Measure;Caption;Spedito residuo[Quantità - Spedito residuo - PM];Quantità - Spedito residuo - PM;Quantity - Shipped Remaining - PM;;;;;;;;;
Measure;Caption;Spedito residuo[Importo (no omaggi) - Spedito residuo - PM];Importo (no omaggi) - Spedito residuo - PM;Amount (No Freebies) - Shipped Remaining - PM;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario standard - Spedito residuo - PM];Costo unitario standard - Spedito residuo - PM;Standard Unit Cost - Shipped Remaining - PM;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario medio - Spedito residuo - PM];Costo unitario medio - Spedito residuo - PM;Average Unit Cost - Remaining Shipped - PM;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario medio progressivo - Spedito residuo - PM];Costo unitario medio progressivo - Spedito residuo - PM;Progressive Average Unit Cost - Remaining Shipped - PM;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario movimento - Spedito residuo - PM];Costo unitario movimento - Spedito residuo - PM;Unit Movement Cost - Remaining Shipped - PM;;;;;;;;;
Measure;Caption;Spedito residuo[Importo unitario - Spedito residuo - PM];Importo unitario - Spedito residuo - PM;Unit Amount - Remaining Shipped - PM;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo movimento - Spedito residuo - PM];Margine costo movimento - Spedito residuo - PM;Movement Cost Margin - Remaining Shipped - PM;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo medio progressivo - Spedito residuo - PM];Margine costo medio progressivo - Spedito residuo - PM;Progressive Average Cost Margin - Remaining Shipped - PM;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo medio - Spedito residuo - PM];Margine costo medio - Spedito residuo - PM;Average Cost Margin - Remaining Shipped - PM;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo standard - Spedito residuo - PM];Margine costo standard - Spedito residuo - PM;Standard Cost Margin - Shipped Remaining - PM;;;;;;;;;
Measure;Caption;Spedito residuo[Costo medio - Spedito residuo - PY];Costo medio - Spedito residuo - PY;Average Cost - Remaining Shipped - PY;;;;;;;;;
Table;DisplayFolder;Spedito residuo[Anno precedente (PY)];;Previous Year (PY);;;;;;;;;
Measure;Caption;Spedito residuo[Costo medio progressivo - Spedito residuo - PY];Costo medio progressivo - Spedito residuo - PY;Progressive Average Cost - Remaining Shipped - PY;;;;;;;;;
Measure;Caption;Spedito residuo[Costo movimento - Spedito residuo - PY];Costo movimento - Spedito residuo - PY;Movement Cost - Remaining Shipped - PY;;;;;;;;;
Measure;Caption;Spedito residuo[Costo standard - Spedito residuo - PY];Costo standard - Spedito residuo - PY;Standard Cost - Remaining Shipped - PY;;;;;;;;;
Measure;Caption;Spedito residuo[Quantità - Spedito residuo - PY];Quantità - Spedito residuo - PY;Quantity - Shipped Remaining - PY;;;;;;;;;
Measure;Caption;Spedito residuo[Importo (no omaggi) - Spedito residuo - PY];Importo (no omaggi) - Spedito residuo - PY;Amount (No Freebies) - Shipped Remaining - PY;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario standard - Spedito residuo - PY];Costo unitario standard - Spedito residuo - PY;Standard Unit Cost - Shipped Remaining - PY;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario medio - Spedito residuo - PY];Costo unitario medio - Spedito residuo - PY;Average Unit Cost - Remaining Shipped - PY;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario medio progressivo - Spedito residuo - PY];Costo unitario medio progressivo - Spedito residuo - PY;Progressive Average Unit Cost - Remaining Shipped - PY;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario movimento - Spedito residuo - PY];Costo unitario movimento - Spedito residuo - PY;Unit Movement Cost - Remaining Shipped - PY;;;;;;;;;
Measure;Caption;Spedito residuo[Importo unitario - Spedito residuo - PY];Importo unitario - Spedito residuo - PY;Unit Amount - Remaining Shipped - PY;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo movimento - Spedito residuo - PY];Margine costo movimento - Spedito residuo - PY;Movement Cost Margin - Remaining Shipped - PY;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo medio progressivo - Spedito residuo - PY];Margine costo medio progressivo - Spedito residuo - PY;Progressive Average Cost Margin - Shipped Remaining - PY;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo medio - Spedito residuo - PY];Margine costo medio - Spedito residuo - PY;Average Cost Margin - Remaining Shipped - PY;;;;;;;;;
Measure;Caption;Spedito residuo[Margine costo standard - Spedito residuo - PY];Margine costo standard - Spedito residuo - PY;Standard Cost Margin - Remaining Shipped - PY;;;;;;;;;
Measure;Caption;Spedito residuo[Costo medio - Spedito residuo - YTD];Costo medio - Spedito residuo - YTD;Average Cost - Remaining Shipped - YTD;;;;;;;;;
Table;DisplayFolder;Spedito residuo[Progressivo anno (YTD)];;Progressive Year (YTD);;;;;;;;;
Measure;Caption;Spedito residuo[Costo medio progressivo - Spedito residuo - YTD];Costo medio progressivo - Spedito residuo - YTD;Progressive Average Cost - Left Shipped - YTD;;;;;;;;;
Measure;Caption;Spedito residuo[Costo movimento - Spedito residuo - YTD];Costo movimento - Spedito residuo - YTD;Movement Cost - Remaining Shipped - YTD;;;;;;;;;
Measure;Caption;Spedito residuo[Costo standard - Spedito residuo - YTD];Costo standard - Spedito residuo - YTD;Standard Cost - Shipped Remaining - YTD;;;;;;;;;
Measure;Caption;Spedito residuo[Quantità - Spedito residuo - YTD];Quantità - Spedito residuo - YTD;Quantity - Shipped Remaining - YTD;;;;;;;;;
Measure;Caption;Spedito residuo[Importo (no omaggi) - Spedito residuo - YTD];Importo (no omaggi) - Spedito residuo - YTD;Amount (No Freebies) - Shipped Remaining - YTD;;;;;;;;;
Measure;Caption;Spedito residuo[Costo unitario standard - Spedito residuo - YTD];Costo unitario standard - Spedito residuo - YTD;Standard Unit Cost - Shipped Remaining - YTD;;;;;;;;;
